연번,이름,나이,생년월일,주소,우편번호,직업명,휴대전화번호,이메일 주소,사용자명,카드번호,여권번호,차량번호
8332,김은정,32,1991-03-12,경기도 의정부시 상호서동 170,27260,상/하수도 처리장치 조작원,010-8282-1840,bi@gmail.com,bi,5881-7819-8115-4281,T4234836,24해5990
8333,서보람,60,1963-11-27,경상북도 논산시 지원박동 267-4,60579,장례 상담원 및 장례 지도사,010-6303-7632,jungsu00@hanmail.net,jungsu00,2089-9457-8883-8024,R5567023,364하4704
8334,최현숙,31,1992-09-10,강원도 홍천군 채원김김면 080,11841,웹 개발자,010-0902-5756,eunjucoe@gmail.com,eunjucoe,6910-1554-6157-0235,S8905807,50부5698
8335,손준서,45,1978-10-22,경기도 태안군 서현전동 678-02,51197,상품중개인 및 경매사,010-0293-4479,sanghoi@dreamwiz.com,sanghoi,5854-5222-1812-4319,S8861949,84나1910
8336,김영진,58,1965-07-11,충청남도 동두천시 은영이류마을 590-49,72688,시스템 소프트웨어 개발자,010-3888-4623,jeongnambag@nate.com,jeongnambag,2199-9574-1886-5936,M2975029,596서4939
8337,김춘자,59,1964-11-04,충청북도 공주시 현준배읍 414,01014,컴퓨터 보안 전문가,010-6150-1840,osumin@daum.net,osumin,8248-4542-1280-1563,T1523141,88저9848
8338,류현우,55,1968-11-15,대전광역시 강동구 도윤이마을 039-24,47951,방수공,010-4536-5269,minsui@live.com,minsui,6134-7574-7564-4957,D3818199,61고6132
8339,이은지,54,1969-06-01,서울특별시 중구 준영김동 864-0,76167,증권 및 외환 딜러,010-7492-8644,iseongmin@nate.com,iseongmin,7812-4553-1935-3725,G2183713,817자5334
8340,이정순,55,1968-12-16,대구광역시 관악구 은영최박리 637,73569,선박 및 열차 객실승무원,010-0489-7707,juweoncoe@hanmail.net,juweoncoe,2791-5518-0700-9333,D5799077,48부2693
8341,김지훈,25,1998-02-05,제주특별자치도 부천시 오정구 영철류읍 527-9,98098,기타 판매 및 고객 서비스 관리자,010-9297-1698,wbag@daum.net,wbag,7570-8318-7353-4819,G3114723,51합1783
8342,김준서,45,1978-04-15,서울특별시 동작구 하은최리 935-63,59949,간병인,010-0900-1618,jihu56@daum.net,jihu56,2266-3396-4028-3042,M4318316,419오6495
8343,이진우,59,1964-08-18,충청북도 광주시 민서차김동 267-44,27124,여행 사무원,010-7897-5005,areum26@live.com,areum26,9049-4725-0540-4684,T8509692,94자7948
8344,오성진,62,1961-04-28,세종특별자치시 종로구 재호권동 397-1,84371,가수 및 성악가,010-9140-8839,gimdoyun@hotmail.com,gimdoyun,5884-6649-0851-9358,D7963716,19하9329
8345,이종수,52,1971-05-04,울산광역시 종로구 정호김리 532-09,01919,영관급 이상,010-6412-3908,jeongungcoe@gmail.com,jeongungcoe,2098-5978-7638-1313,M7672996,55육2782
8346,오서연,61,1962-08-25,서울특별시 동구 지혜윤마을 399-9,78958,정보 시스템 운영자,010-3294-8013,seongminbag@hotmail.com,seongminbag,5749-3491-4344-9872,D7484206,563해6287
8347,김유진,62,1961-07-01,세종특별자치시 마포구 미경문백마을 587,72850,웹 및 멀티미디어 기획자,010-2513-2571,yeeuncoe@hanmail.net,yeeuncoe,2683-5242-8723-2816,M8959657,27보1457
8348,장영환,59,1964-03-02,경상북도 안성시 현우류면 393,78686,제관원,010-9573-8997,gimmiyeong@nate.com,gimmiyeong,9108-7751-9213-4575,T8649787,65거9089
8349,이종수,25,1998-07-13,서울특별시 중구 숙자송김리 049-20,07153,무용가 및 안무가,010-9807-1804,yeonghwangu@nate.com,yeonghwangu,2714-9648-4328-1594,D6952446,42고1756
8350,박옥순,21,2002-05-31,세종특별자치시 마포구 춘자김동 432,38422,특수교육 교사,010-0719-5076,jaehoi@live.com,jaehoi,4417-0092-2335-4013,S7674446,42바4893
8351,김하윤,31,1992-10-05,울산광역시 성북구 경희이동 861,24459,경영지원 관리자,010-6935-1156,jeongja40@dreamwiz.com,jeongja40,9143-7793-2961-8325,S2985484,56우2756
8352,허명숙,49,1974-09-30,부산광역시 강동구 성진박면 660-89,96042,기타 의복 제조원,010-7568-2162,seohyeon37@hotmail.com,seohyeon37,8254-3585-4436-4314,D8878945,68허8112
8353,이숙자,49,1974-12-17,서울특별시 남구 영순전마을 547-96,11080,시민 단체 활동가,010-5230-6543,jungsu64@live.com,jungsu64,9964-1419-8167-3985,G7527071,993노0214
8354,윤정순,24,1999-11-12,경기도 광명시 영진김읍 005-9,26233,과수작물 재배원,010-0441-6610,bagyeeun@nate.com,bagyeeun,7350-1381-0779-2322,M3574238,23배8321
8355,백승민,34,1989-05-04,강원도 성남시 분당구 순옥한리 398-49,47645,통신 및 관련 장비 설치 및 수리원,010-2159-4235,mgim@naver.com,mgim,7421-1090-3810-7495,D5325288,82저7443
8356,안미영,39,1984-06-14,부산광역시 영등포구 민지김한읍 052,67197,판사 및 검사,010-8917-6076,rgang@naver.com,rgang,1750-7178-7288-6401,M1370149,17배2641
8357,문중수,65,1958-11-28,서울특별시 동구 주원장동 690,15220,보험 심사원 및 사무원,010-5470-8140,wo@nate.com,wo,4475-3340-7378-4487,D2692934,42두9975
8358,박민재,36,1987-07-20,울산광역시 서구 지훈이양리 768-96,37774,장기 부사관 및 준위,010-3171-4113,tgu@hotmail.com,tgu,1881-6374-6619-6943,T6504453,31모5503
8359,이병철,30,1993-04-04,세종특별자치시 구로구 수빈강리 963-22,27365,연구 관리자,010-3496-5520,ugim@naver.com,ugim,6881-1574-7584-2089,R1161088,438자5102
8360,엄경희,60,1963-03-09,강원도 옥천군 준영백황마을 619,96418,웹 및 멀티미디어 디자이너,010-6923-6607,gimjunyeong@naver.com,gimjunyeong,9449-6446-0611-4755,M5906660,685로1591
8361,최진우,29,1994-01-10,경상북도 횡성군 서윤우동 719-79,92294,상품기획 전문가,010-7010-7529,jeongsungim@gmail.com,jeongsungim,5863-4423-3839-1272,D8171436,142공2158
8362,남지혜,31,1992-01-12,울산광역시 동구 지영윤송마을 975-3,68277,떡제조원,010-9054-9394,yunseo20@dreamwiz.com,yunseo20,8288-8857-4787-8089,M5458875,58수2556
8363,전채원,37,1986-11-17,대구광역시 광진구 명숙이동 057-1,74276,관세행정 사무원,010-5897-6961,gyeongsugim@hanmail.net,gyeongsugim,1956-9248-8341-3346,M5596980,68합3343
8364,안민지,59,1964-05-24,전라남도 고양시 일산동구 선영하김동 554,63220,안마사,010-8983-9659,ggim@live.com,ggim,3458-9746-2248-6841,R2410109,60가1680
8365,김정훈,46,1977-10-21,제주특별자치도 평창군 영길조읍 758,26785,법률/경찰/소방 및 교도 관리자,010-2039-1192,yeongjini@dreamwiz.com,yeongjini,3764-0231-2953-4016,R4554525,42사7928
8366,김영길,22,2001-03-07,강원도 원주시 재현김리 118-47,93973,임상 심리사 및 기타 치료사,010-5598-5548,sunoggweon@daum.net,sunoggweon,7494-6734-2794-4192,D5220075,399배8183
8367,권정남,25,1998-03-21,제주특별자치도 예산군 서현김이면 655-20,34168,어부 및 해녀,010-2467-6646,yejin50@dreamwiz.com,yejin50,7346-9241-7538-0912,T6667368,23자9370
8368,오정수,44,1979-03-15,충청남도 군포시 준서이김마을 318-31,38394,청원 경찰,010-9275-5992,jaehyeon26@gmail.com,jaehyeon26,1077-8163-9883-4421,S9605893,21허5513
8369,김미정,36,1987-02-27,세종특별자치시 중구 준혁나읍 056-52,61328,섀시 조립 및 설치원,010-1531-4966,jaehyeongim@hanmail.net,jaehyeongim,3736-3132-5868-0553,T1263382,89자5433
8370,박병철,27,1996-06-16,충청북도 오산시 민서강황리 740-9,84953,재활용 처리 및 소각로 조작원,010-0777-9870,seojeongung@naver.com,seojeongung,5708-3892-4124-4016,M8092949,85모2408
8371,김상호,53,1970-12-09,전라남도 영월군 우진장백동 655-9,68964,광고 및 홍보 전문가,010-4035-8471,geonui@hanmail.net,geonui,3044-8932-5802-0451,M5949270,38배5700
8372,권영일,34,1989-09-24,대전광역시 중구 정수한이리 145,64992,신발제조기 조작원 및 조립원,010-7284-1218,vseo@hanmail.net,vseo,6906-9666-2857-4020,T5372651,538해9743
8373,장춘자,24,1999-12-06,경상북도 안양시 경수강동 317-90,82391,상/하수도 처리장치 조작원,010-4531-0673,ei@dreamwiz.com,ei,7319-0908-0401-4982,T9570487,91노2517
8374,김성수,34,1989-07-05,인천광역시 서대문구 예은이한읍 700-5,16970,광석 및 석제품 가공기 조작원,010-4076-4301,gimcaeweon@gmail.com,gimcaeweon,7362-4481-2958-1546,G6168008,194거2577
8375,한영미,28,1995-06-16,서울특별시 북구 성호이권마을 452-4,32171,컴퓨터시스템 설계 및 분석가,010-8454-1257,gimjinho@hotmail.com,gimjinho,6033-2323-1800-5610,S8215590,18육6119
8376,차은지,36,1987-05-30,대전광역시 노원구 미정권동 668-9,49776,플라스틱제품 생산기 조작원,010-8588-9943,juweoni@dreamwiz.com,juweoni,8634-7052-9674-0190,R1358041,42공1406
8377,최예진,34,1989-03-01,경상남도 김포시 민재김유리 002-4,88010,화물열차 차장 및 관련 종사원,010-2851-0857,dohyeonyun@hotmail.com,dohyeonyun,9534-5957-5832-0772,T6749898,33다6884
8378,심종수,53,1970-09-04,광주광역시 성북구 준혁김면 160-4,32619,웹 및 멀티미디어 디자이너,010-2417-9988,donghyeongim@dreamwiz.com,donghyeongim,5752-4757-8824-5881,D1515627,75구1676
8379,권정자,40,1983-07-26,인천광역시 남구 서영윤김읍 063-5,64773,용접원,010-4156-0410,gimjiu@daum.net,gimjiu,4082-7040-0145-7774,M9562075,58부4092
8380,배상철,43,1980-11-06,부산광역시 금천구 상훈강면 709-9,78167,기술 영업원,010-4926-0205,yunjongsu@live.com,yunjongsu,8381-1755-4525-6272,D1070055,19무1673
8381,김예준,55,1968-01-05,부산광역시 노원구 은서박읍 956-14,94213,기타 미용관련 서비스 종사원,010-4021-4507,gimyeongmi@daum.net,gimyeongmi,1921-4233-9432-1296,R5883402,77국9565
8382,윤지아,56,1967-04-01,광주광역시 북구 은영박동 025,36830,플라스틱제품 생산기 조작원,010-0673-6980,jiminbag@hotmail.com,jiminbag,7878-5020-2966-7344,M8561665,20고1131
8383,김지현,42,1981-07-11,인천광역시 도봉구 영자노최동 596-14,46198,성직자,010-7961-8506,eunji38@naver.com,eunji38,1874-8284-2916-0757,S5595687,80합2514
8384,정지우,35,1988-08-10,강원도 양구군 영희임허리 525,73057,환경 미화원 및 재활용품 수거원,010-8932-8329,yeonghyi58@nate.com,yeonghyi58,6074-6238-0639-5149,S5515311,16머0124
8385,이서윤,56,1967-03-07,부산광역시 동대문구 성훈이읍 928-7,78629,화가 및 조각가,010-7371-3332,hyeonju16@naver.com,hyeonju16,6883-2638-7160-9797,G2597879,414부1956
8386,안재현,21,2002-01-12,경상남도 연천군 은주김이읍 917-54,43029,목제품 제조관련 종사원,010-2224-7776,yeongsig55@live.com,yeongsig55,9209-1982-9553-7560,R2625415,10로1177
8387,김춘자,44,1979-08-05,전라북도 단양군 현지황하동 918-65,27158,선박 정비원,010-5743-8939,jihunbag@hanmail.net,jihunbag,9018-8059-7234-0383,S1208488,92서7518
8388,김병철,36,1987-05-12,제주특별자치도 태백시 영진박김동 145-42,50897,외선전공,010-4598-6354,iseongjin@naver.com,iseongjin,6200-2216-1900-0906,M4001464,778도9660
8389,최성훈,45,1978-11-29,충청북도 괴산군 경희이읍 177-7,52940,컴퓨터시스템 설계 및 분석가,010-6641-3828,yyun@dreamwiz.com,yyun,9633-1857-0271-7951,R8316522,282루1048
8390,김지우,58,1965-02-08,대구광역시 용산구 현주김마을 851-8,37629,기술 영업원,010-3754-9845,seongjin40@nate.com,seongjin40,2447-0788-3452-3286,M4938213,951머6352
8391,황보람,29,1994-05-04,충청남도 파주시 지원정오읍 801-9,22479,계기 검침원 및 가스점검원,010-8653-0049,yhan@live.com,yhan,2743-1612-2285-3599,S2513564,109머0751
8392,양지후,33,1990-10-04,대전광역시 중구 윤서박면 980-9,99059,신용 추심원,010-2261-0002,pi@daum.net,pi,6892-4679-1850-8988,T6377453,543사4236
8393,이정웅,44,1979-03-05,세종특별자치시 노원구 준혁허면 712-38,51088,일식 주방장 및 조리사,010-0337-4690,eunyeong84@hotmail.com,eunyeong84,3739-9790-8606-4117,S7823157,98너5831
8394,구상훈,44,1979-07-26,충청남도 삼척시 미정김마을 128-36,78750,기타 서비스관련 단순 종사원,010-6936-3541,jeongsig33@gmail.com,jeongsig33,7814-6646-2095-4444,G2660972,82저8985
8395,강민서,26,1997-05-13,전라남도 충주시 영진이김면 530,74968,금속 / 재료공학 연구원 및 기술자,010-2268-1235,dan@gmail.com,dan,2003-7768-8376-0178,G5648246,502도2926
8396,이은경,33,1990-01-26,경기도 단양군 성수임동 044-26,45114,금융관련 사무원,010-4650-2706,yujin88@live.com,yujin88,3135-6345-4200-3580,G6672495,90저5601
8397,박상호,32,1991-07-20,충청북도 용인시 처인구 혜진윤읍 090-16,18870,컴퓨터 강사,010-4248-9887,cgim@nate.com,cgim,2253-4192-3968-9930,M6353097,783자1115
8398,오종수,30,1993-02-26,인천광역시 중구 영호김면 753-37,30928,공업 배관공,010-3512-6714,subinsim@hanmail.net,subinsim,2788-6938-3936-6503,D3767553,39두2860
8399,윤예은,63,1960-03-24,경기도 옥천군 정훈김나리 932-8,37446,광원/채석원 및 석재 절단원,010-2648-7959,ijia@naver.com,ijia,5775-7015-6592-8013,D9831068,749어9373
8400,최성현,25,1998-09-07,충청북도 태안군 중수유마을 469,76142,패턴사,010-4559-0972,mi@live.com,mi,1594-8176-9573-6571,T1237219,14자7700
8401,이은정,58,1965-02-22,부산광역시 도봉구 정희최읍 774-3,68284,귀금속 및 보석 세공원,010-1237-0383,jeonghojang@gmail.com,jeonghojang,7166-4453-1938-7107,S8547887,19수2604
8402,최승현,21,2002-05-10,제주특별자치도 화천군 정훈강남읍 872-3,51222,전기/전자 및 기계 공학 시험원,010-5455-8247,yunseo71@dreamwiz.com,yunseo71,4113-1116-5804-0196,G1048002,51구4662
8403,성예진,28,1995-05-30,강원도 삼척시 지훈이리 299-7,46866,정육원 및 도축원,010-7346-1646,sanghunsong@hanmail.net,sanghunsong,6786-7676-3830-1415,R1625419,40거3967
8404,최서영,47,1976-11-16,인천광역시 동대문구 민서최박마을 735-62,27509,컴퓨터 보안 전문가,010-7245-6172,eunyeongi@live.com,eunyeongi,1867-1494-1509-0714,G6325878,57바2145
8405,김윤서,38,1985-01-19,세종특별자치시 동대문구 현우윤고읍 139,52077,영상/녹화 및 편집 기사,010-7389-6741,fi@daum.net,fi,7225-5357-6919-8147,G9209336,29우0882
8406,백정웅,50,1973-06-25,경상북도 천안시 동남구 주원김박읍 489,92171,고객 상담 및 모니터 요원,010-0632-7462,bagdonghyeon@live.com,bagdonghyeon,5160-5897-7453-5611,R2104701,80고7617
8407,김시우,47,1976-11-11,경상남도 삼척시 정숙김읍 374,90962,상/하수도 처리장치 조작원,010-5697-4740,yeongho00@naver.com,yeongho00,8532-1989-7574-4516,D7525528,410러2350
8408,박영철,24,1999-02-01,대구광역시 금천구 영수김고읍 220-3,89772,양식원,010-3494-6191,agim@hanmail.net,agim,7707-8865-3292-8764,T1143291,16보7657
8409,박재현,31,1992-03-28,광주광역시 금천구 정자김읍 583-3,09450,홍보 도우미 및 판촉원,010-6565-7466,gimyejun@daum.net,gimyejun,5213-4736-8282-4042,R9021547,18호2296
8410,이영자,31,1992-11-12,울산광역시 송파구 서현김서마을 912,25087,인터넷 판매원,010-6454-4616,jeongsun92@gmail.com,jeongsun92,9180-0435-4752-4389,T3817093,81구6458
8411,노상훈,36,1987-06-24,제주특별자치도 부천시 오정구 지은이김마을 742-6,83089,콘크리트공,010-8382-7866,bagmyeongsug@dreamwiz.com,bagmyeongsug,8545-4732-1951-4145,S3633075,89조3852
8412,김하윤,30,1993-11-10,경기도 당진시 예원이마을 718,88207,자연과학 연구원,010-7139-4298,seoyun06@naver.com,seoyun06,2772-6968-1001-5161,S8035014,68무7207
8413,권동현,62,1961-01-20,경상북도 청주시 청원구 재호김박마을 864-35,14370,종이제품 생산기 조작원,010-4849-5368,djeon@hotmail.com,djeon,4783-7138-0682-1917,M8212633,55자4919
8414,이예원,28,1995-02-09,강원도 안성시 현준장면 703-9,37091,운송 사무원,010-6796-7242,gimyeongsug@daum.net,gimyeongsug,6806-5425-0717-2101,T7939102,777보9783
8415,이성훈,35,1988-12-06,경상남도 서천군 예준김이동 484,70511,단조기 조작원,010-9575-3773,myeongja98@naver.com,myeongja98,1172-8426-5356-7581,G9788109,110육3581
8416,이영철,53,1970-01-31,경기도 의왕시 예은이면 436-50,71742,금속기계부품 조립원,010-6714-2930,ihyeonji@gmail.com,ihyeonji,3689-0593-7894-1781,R5692120,33루5133
8417,류명자,58,1965-10-09,울산광역시 은평구 예지강박동 710,88773,단열공,010-4364-0002,jieuni@daum.net,jieuni,1430-4525-7577-4680,S7734627,792합6356
8418,박승민,50,1973-08-27,부산광역시 송파구 채원이홍리 300-3,75804,매장계산원 및 요금정산원,010-2178-9072,iyujin@hotmail.com,iyujin,6981-7172-2679-8924,T3363880,598나9295
8419,주시우,41,1982-01-10,인천광역시 강북구 정숙김면 873-46,51080,무역 사무원,010-3139-2626,jiugim@daum.net,jiugim,9653-8948-9181-5729,S3525268,50공4969
8420,윤민지,47,1976-10-28,전라북도 광주시 은영김리 387-5,38066,예능 강사,010-1723-1477,jihunyun@nate.com,jihunyun,2563-3652-4654-4088,D9887459,480가8401
8421,이은주,25,1998-12-11,충청북도 춘천시 준혁박동 245-2,04634,기자 및 논설위원,010-8996-5433,jieunryu@hotmail.com,jieunryu,8745-6645-6996-3820,R6546917,537우8868
8422,박정수,48,1975-11-24,전라남도 아산시 지우류면 308-97,46717,도금 및 금속분무기 조작원,010-6446-8642,sumin64@hanmail.net,sumin64,1983-9906-0761-1471,M2100921,10마7724
8423,김성수,47,1976-06-21,세종특별자치시 성북구 정호김마을 952-9,57774,환경 미화원 및 재활용품 수거원,010-1147-3004,ijiyeon@nate.com,ijiyeon,6600-4303-0630-9345,S6103076,67보6476
8424,최영자,54,1969-12-25,경상남도 의정부시 준영손면 009,42142,금속가공 기계조작원,010-0589-5947,yeonghoi@daum.net,yeonghoi,8007-2626-6435-2730,R7269552,94두0124
8425,박명숙,60,1963-05-25,대전광역시 용산구 광수김마을 689-12,02202,경리 사무원,010-7880-1792,haeunjang@dreamwiz.com,haeunjang,6273-1699-5579-5521,R3109113,67서5899
8426,강유진,48,1975-05-14,전라남도 고성군 현정김이마을 336-5,74914,상품중개인 및 경매사,010-2796-2820,yunseo93@naver.com,yunseo93,2952-7592-3590-8704,M5753830,93러0730
